fullVisitorId,channelGrouping,device.deviceCategory,n_sessions,totals.hits,totals.pageviews,bounce_prop,weekend_prop,cluster,cluster_name
5305744522650786238,Direct,desktop,10,3.0,3.0,0.0,0.0,1,Desktop Frecuente
5306602082415451052,Referral,desktop,5,3.0,3.0,0.4,0.0,1,Desktop Frecuente
5306924012372478603,Organic Search,desktop,3,30.0,25.0,0.3333333333333333,0.0,0,Desktop Engaged
5308677468260522097,Referral,desktop,4,17.5,13.5,0.0,0.0,1,Desktop Frecuente
5308952469141468647,Organic Search,desktop,3,13.0,12.0,0.0,0.0,1,Desktop Frecuente
5309710556175093157,Direct,desktop,1,98.0,67.0,0.0,0.0,0,Desktop Engaged
5310038077394154434,Direct,desktop,2,70.5,48.5,0.0,0.0,0,Desktop Engaged
5310174210774227909,Referral,desktop,2,11.0,10.0,0.0,0.0,0,Desktop Engaged
5310912563447452038,Referral,desktop,22,8.0,6.5,0.0454545454545454,0.3636363636363636,1,Desktop Frecuente
5312255155344085331,Organic Search,desktop,1,20.0,19.0,0.0,0.0,0,Desktop Engaged
5313430409302737602,Referral,desktop,1,43.0,31.0,0.0,0.0,0,Desktop Engaged
5313510578745248325,Organic Search,desktop,2,11.0,8.5,0.0,0.0,0,Desktop Engaged
5314118005200949115,Organic Search,desktop,3,1.0,1.0,0.6666666666666666,0.0,1,Desktop Frecuente
5314537357116205393,Paid Search,tablet,3,14.0,12.0,0.3333333333333333,0.3333333333333333,3,Mobile Users
5315316047616808913,Organic Search,desktop,3,9.0,6.0,0.0,0.0,1,Desktop Frecuente
5317791335633090472,Organic Search,desktop,3,14.0,12.0,0.0,1.0,2,Weekend Warriors
5319251700362675371,Organic Search,desktop,1,31.0,25.0,0.0,1.0,2,Weekend Warriors
5322201987769163031,Paid Search,desktop,3,3.0,3.0,0.0,0.0,1,Desktop Frecuente
5322397769480961983,Organic Search,desktop,4,17.0,15.0,0.25,0.25,1,Desktop Frecuente
5322647281273394500,Referral,desktop,4,6.0,6.0,0.0,0.0,1,Desktop Frecuente
5323620141964404346,Organic Search,desktop,2,39.5,26.5,0.0,0.0,0,Desktop Engaged
5324726013788395323,Organic Search,desktop,1,38.0,28.0,0.0,0.0,0,Desktop Engaged
5326771367506211222,Direct,desktop,1,92.0,64.0,0.0,1.0,2,Weekend Warriors
5327166854580374902,Organic Search,desktop,7,9.0,7.0,0.1428571428571428,0.0,1,Desktop Frecuente
5328385563084211127,Referral,desktop,2,12.5,11.5,0.5,0.5,1,Desktop Frecuente
5330942141326185595,Referral,desktop,1,31.0,23.0,0.0,0.0,0,Desktop Engaged
5331056297862855879,Organic Search,desktop,6,7.0,6.5,0.0,0.8333333333333334,1,Desktop Frecuente
5332341363747831465,Referral,desktop,1,42.0,36.0,0.0,0.0,0,Desktop Engaged
5336619974419440479,Paid Search,mobile,2,15.0,14.0,0.0,0.5,3,Mobile Users
5338696842809908912,Referral,desktop,2,20.5,16.5,0.5,0.0,0,Desktop Engaged
5341101778346286262,Referral,desktop,2,27.5,20.0,0.5,0.0,0,Desktop Engaged
5341165345511566974,Referral,desktop,2,14.5,12.0,0.0,0.0,0,Desktop Engaged
5341224124331711899,Referral,desktop,1,65.0,34.0,0.0,1.0,2,Weekend Warriors
5341271361784611942,Direct,desktop,11,36.0,26.0,0.0,0.0,1,Desktop Frecuente
5341995419456035142,Paid Search,mobile,6,9.5,6.5,0.1666666666666666,0.6666666666666666,3,Mobile Users
5342287440571105823,Referral,desktop,6,3.5,3.5,0.0,0.0,1,Desktop Frecuente
5342879446684210628,Organic Search,desktop,2,18.0,12.5,0.0,0.0,0,Desktop Engaged
5343854079752182770,Referral,desktop,15,6.0,6.0,0.1333333333333333,0.0,1,Desktop Frecuente
5345276565851241365,Referral,desktop,6,2.5,2.5,0.1666666666666666,0.3333333333333333,1,Desktop Frecuente
5346534846866519403,Organic Search,desktop,2,10.5,9.0,0.0,0.0,0,Desktop Engaged
5348412778794343164,Referral,desktop,1,36.0,27.0,0.0,0.0,0,Desktop Engaged
5348778605970675529,Direct,desktop,1,12.0,12.0,0.0,0.0,0,Desktop Engaged
5349155616428631188,Referral,desktop,1,68.0,47.0,0.0,0.0,0,Desktop Engaged
5355878105237295955,Organic Search,desktop,2,9.0,9.0,0.5,0.0,1,Desktop Frecuente
5356435119809410470,Organic Search,desktop,7,3.0,3.0,0.4285714285714285,0.0,1,Desktop Frecuente
5357337729352210856,Referral,desktop,1,33.0,26.0,0.0,0.0,0,Desktop Engaged
5357834743142863382,Organic Search,desktop,2,8.5,8.5,0.0,0.0,1,Desktop Frecuente
5358177725781959243,Referral,desktop,1,71.0,55.0,0.0,0.0,0,Desktop Engaged
5358347730935302771,Organic Search,desktop,1,68.0,48.0,0.0,0.0,0,Desktop Engaged
5359483083240024322,Organic Search,desktop,6,9.5,6.0,0.0,0.1666666666666666,1,Desktop Frecuente
5359997497493583219,Referral,desktop,1,17.0,15.0,0.0,0.0,0,Desktop Engaged
5361867695189880188,Referral,desktop,3,22.0,18.0,0.0,0.3333333333333333,0,Desktop Engaged
5363423256210822275,Organic Search,mobile,2,11.5,11.0,0.0,0.0,3,Mobile Users
5365708442015077167,Organic Search,desktop,2,36.0,30.5,0.0,0.0,0,Desktop Engaged
5366601655480145417,Referral,desktop,6,13.0,9.5,0.1666666666666666,0.0,1,Desktop Frecuente
5367424131768491778,Organic Search,desktop,1,14.0,14.0,0.0,0.0,0,Desktop Engaged
5368975563333608262,Social,desktop,2,19.0,15.0,0.0,0.0,0,Desktop Engaged
5369119597016381899,Referral,desktop,2,11.0,10.0,0.5,0.0,1,Desktop Frecuente
5369128368163820088,Referral,desktop,2,15.0,10.5,0.0,0.0,0,Desktop Engaged
5369550870093872521,Organic Search,desktop,3,16.0,15.0,0.0,0.0,1,Desktop Frecuente
5369585818624352954,Referral,desktop,4,19.5,13.5,0.25,0.0,1,Desktop Frecuente
5370842366618648178,Organic Search,desktop,5,6.0,6.0,0.0,0.0,1,Desktop Frecuente
5371617068925994598,Referral,desktop,1,28.0,23.0,0.0,0.0,0,Desktop Engaged
5371765273068173605,Organic Search,mobile,4,6.5,6.0,0.25,0.25,3,Mobile Users
5373849628631973654,Referral,desktop,1,47.0,45.0,0.0,1.0,2,Weekend Warriors
5375717438017990161,Organic Search,desktop,3,12.0,12.0,0.3333333333333333,1.0,2,Weekend Warriors
5375879042397621838,Referral,desktop,3,13.0,9.0,0.3333333333333333,0.0,1,Desktop Frecuente
5376789348329922764,Direct,desktop,1,23.0,21.0,0.0,0.0,0,Desktop Engaged
5376929534798257568,Paid Search,mobile,1,32.0,23.0,0.0,0.0,3,Mobile Users
5377821611338556054,Organic Search,desktop,8,3.0,3.0,0.125,0.0,1,Desktop Frecuente
5378279160532453494,Organic Search,desktop,2,17.5,15.0,0.0,1.0,2,Weekend Warriors
5379025171012040932,Paid Search,desktop,4,11.0,11.0,0.0,0.25,1,Desktop Frecuente
5379904968575020585,Direct,desktop,1,19.0,15.0,0.0,1.0,2,Weekend Warriors
5379976176141743107,Direct,desktop,1,30.0,25.0,0.0,0.0,0,Desktop Engaged
5381050713444161214,Referral,desktop,6,5.0,5.0,0.0,0.1666666666666666,1,Desktop Frecuente
5384999715597179184,Direct,desktop,1,28.0,21.0,0.0,0.0,0,Desktop Engaged
5385185229855474745,Organic Search,mobile,5,12.0,12.0,0.4,0.4,3,Mobile Users
5389570211397748919,Organic Search,desktop,1,37.0,34.0,0.0,0.0,0,Desktop Engaged
5389664508142113724,Referral,desktop,4,4.5,4.0,0.0,0.0,1,Desktop Frecuente
5393564423010842176,Referral,desktop,21,4.0,4.0,0.0476190476190476,0.0952380952380952,1,Desktop Frecuente
5394117793906112034,Direct,desktop,1,32.0,27.0,0.0,0.0,0,Desktop Engaged
5395170919790371071,Organic Search,desktop,1,28.0,23.0,0.0,0.0,0,Desktop Engaged
5396182218932107293,Organic Search,desktop,2,44.0,31.5,0.0,0.0,0,Desktop Engaged
5397689762316048105,Direct,mobile,1,52.0,44.0,0.0,0.0,3,Mobile Users
5397831032804503408,Organic Search,tablet,3,1.0,1.0,0.6666666666666666,0.0,3,Mobile Users
5399425973335607113,Referral,desktop,5,9.0,9.0,0.0,0.0,1,Desktop Frecuente
5399436309961622385,Referral,desktop,4,5.5,5.0,0.0,0.0,1,Desktop Frecuente
5400263759005531728,Referral,desktop,3,10.0,7.0,0.0,0.0,1,Desktop Frecuente
5400673732426511835,Organic Search,desktop,13,7.0,7.0,0.2307692307692307,0.1538461538461538,1,Desktop Frecuente
5401754363732378575,Organic Search,desktop,2,16.0,12.5,0.0,0.0,0,Desktop Engaged
5402571042001627330,Referral,desktop,4,12.0,9.5,0.0,0.0,1,Desktop Frecuente
5402622110310553851,Referral,desktop,1,20.0,18.0,0.0,0.0,0,Desktop Engaged
5404315968522337707,Paid Search,desktop,1,27.0,24.0,0.0,0.0,0,Desktop Engaged
5404608104798275403,Direct,desktop,1,59.0,51.0,0.0,0.0,0,Desktop Engaged
5406305545135860881,Organic Search,desktop,1,38.0,32.0,0.0,0.0,0,Desktop Engaged
5408240703525920538,Organic Search,mobile,2,27.0,19.0,0.5,0.0,3,Mobile Users
5409062916318934931,Referral,desktop,5,18.0,15.0,0.0,0.2,1,Desktop Frecuente
5409849086815632052,Organic Search,desktop,5,39.0,30.0,0.2,0.0,0,Desktop Engaged
5409985606814283467,Organic Search,desktop,13,21.0,17.0,0.0,0.0,1,Desktop Frecuente
5410884318948869106,Organic Search,desktop,2,19.0,14.0,0.0,0.0,0,Desktop Engaged
5411864857395220243,Referral,desktop,2,8.5,8.5,0.0,0.0,1,Desktop Frecuente
5412295266438507399,Organic Search,desktop,1,38.0,34.0,0.0,0.0,0,Desktop Engaged
5414121324420751471,Referral,desktop,1,13.0,13.0,0.0,0.0,0,Desktop Engaged
5414597853081297366,Referral,desktop,4,26.0,20.5,0.0,0.0,0,Desktop Engaged
5414778440969335716,Referral,desktop,3,38.0,35.0,0.3333333333333333,0.0,0,Desktop Engaged
5415003861533964374,Referral,desktop,5,8.0,5.0,0.0,0.4,1,Desktop Frecuente
5415086779040891341,Organic Search,tablet,4,1.0,1.0,0.75,0.0,3,Mobile Users
5418879524729998284,Direct,desktop,4,18.0,14.5,0.25,0.0,1,Desktop Frecuente
5421072236704434146,Organic Search,desktop,3,18.0,11.0,0.3333333333333333,0.0,1,Desktop Frecuente
5422490769973828124,Direct,desktop,1,15.0,13.0,0.0,0.0,0,Desktop Engaged
5423437990262090686,Referral,desktop,1,36.0,30.0,0.0,0.0,0,Desktop Engaged
5423482530849493225,Referral,desktop,2,12.5,9.0,0.0,0.0,0,Desktop Engaged
5423659711610895780,Direct,desktop,2,89.5,59.5,0.0,0.0,0,Desktop Engaged
5426533618446479401,Referral,desktop,6,11.0,8.0,0.0,0.0,1,Desktop Frecuente
5426964543213202381,Referral,desktop,2,22.5,18.5,0.0,0.0,0,Desktop Engaged
5427034488751812445,Organic Search,desktop,4,14.5,11.5,0.0,0.25,1,Desktop Frecuente
5427815451754504736,Organic Search,desktop,2,16.0,13.0,0.0,0.0,0,Desktop Engaged
5427859943259762848,Referral,desktop,3,17.0,13.0,0.0,0.0,0,Desktop Engaged
5429486512675747179,Referral,desktop,4,27.5,19.0,0.0,0.0,0,Desktop Engaged
5429642908355908578,Referral,desktop,4,9.5,7.5,0.0,0.0,1,Desktop Frecuente
5429715224330423936,Direct,desktop,4,3.5,3.5,0.5,0.0,1,Desktop Frecuente
5430871113071179635,Referral,desktop,8,4.0,4.0,0.0,0.0,1,Desktop Frecuente
5430879576678891336,Direct,desktop,2,26.0,21.5,0.5,0.0,0,Desktop Engaged
5431240026017459443,Organic Search,desktop,2,26.5,22.5,0.0,0.0,0,Desktop Engaged
5433393935590550771,Referral,desktop,5,15.0,12.0,0.0,0.0,1,Desktop Frecuente
5437013238128269518,Organic Search,desktop,1,20.0,20.0,0.0,1.0,2,Weekend Warriors
5438008470160894903,Direct,desktop,2,15.5,13.0,0.0,0.0,0,Desktop Engaged
5438973470974624883,Referral,desktop,1,22.0,21.0,0.0,1.0,2,Weekend Warriors
5441087838163342931,Referral,desktop,2,22.5,18.5,0.0,0.0,0,Desktop Engaged
5441957633456467994,Referral,desktop,10,9.0,8.0,0.0,0.1818181818181818,1,Desktop Frecuente
5442500961218255804,Referral,desktop,6,14.5,12.5,0.3333333333333333,0.5,1,Desktop Frecuente
5446026750047012560,Direct,desktop,3,6.0,6.0,0.0,0.0,1,Desktop Frecuente
5448576624239001417,Organic Search,desktop,4,2.0,2.0,0.0,0.5,1,Desktop Frecuente
5449143729652556849,Referral,desktop,3,27.0,21.0,0.3333333333333333,0.0,0,Desktop Engaged
5449862868756015868,Organic Search,desktop,4,22.5,19.0,0.25,0.25,1,Desktop Frecuente
5450212768993016861,Referral,desktop,4,40.0,28.0,0.0,0.0,0,Desktop Engaged
5450272996112329106,Organic Search,desktop,2,22.5,19.0,0.0,0.5,2,Weekend Warriors
5450370391820188732,Organic Search,desktop,1,34.0,26.0,0.0,0.0,0,Desktop Engaged
5450844266039297896,Direct,desktop,3,2.0,2.0,0.3333333333333333,0.0,1,Desktop Frecuente
5451348672261739783,Organic Search,mobile,2,8.0,6.5,0.0,0.0,3,Mobile Users
5453814942218700103,Organic Search,mobile,4,7.5,7.5,0.5,0.0,3,Mobile Users
5454295090102918326,Referral,desktop,3,6.0,6.0,0.0,0.6666666666666666,1,Desktop Frecuente
5455606693891929152,Direct,desktop,5,3.0,3.0,0.0,0.0,1,Desktop Frecuente
5456592734532030332,Organic Search,desktop,2,33.5,28.5,0.0,0.0,0,Desktop Engaged
5457033415990547887,Referral,desktop,7,9.0,9.0,0.2857142857142857,0.1428571428571428,1,Desktop Frecuente
5457966268582392647,Organic Search,desktop,5,10.0,8.0,0.0,0.0,1,Desktop Frecuente
5465363328893733529,Direct,desktop,2,9.5,7.5,0.0,0.0,1,Desktop Frecuente
5466662603729331412,Referral,desktop,4,6.5,6.5,0.25,0.0,1,Desktop Frecuente
5467849241888825970,Organic Search,desktop,3,32.0,25.0,0.0,0.0,0,Desktop Engaged
5469079519715865124,Referral,desktop,6,1.5,1.5,0.5,0.0,1,Desktop Frecuente
5470058724579220258,Referral,desktop,2,19.0,16.0,0.0,1.0,2,Weekend Warriors
5473881678861602565,Referral,desktop,2,16.0,13.0,0.0,0.0,0,Desktop Engaged
5477663559280891818,Referral,desktop,1,35.0,30.0,0.0,0.0,0,Desktop Engaged
5477992954801999098,Organic Search,mobile,1,12.0,10.0,0.0,0.0,3,Mobile Users
5477995204043660887,Referral,desktop,1,13.0,10.0,0.0,1.0,2,Weekend Warriors
5478724114712597508,Referral,desktop,2,88.0,59.5,0.0,0.5,2,Weekend Warriors
5479337178249732915,Organic Search,tablet,3,25.0,24.0,0.0,1.0,3,Mobile Users
5479473979558156629,Organic Search,desktop,2,45.0,35.0,0.0,1.0,2,Weekend Warriors
5480097913363459675,Direct,desktop,4,15.0,12.5,0.0,0.0,1,Desktop Frecuente
5480128586099490735,Organic Search,desktop,2,17.5,13.5,0.0,0.0,0,Desktop Engaged
5480664730921696819,Direct,desktop,1,56.0,42.0,0.0,0.0,0,Desktop Engaged
5481081028229796179,Referral,desktop,1,75.0,42.0,0.0,0.0,0,Desktop Engaged
5481905937199610748,Direct,mobile,1,40.0,30.0,0.0,0.0,3,Mobile Users
5482268323591147486,Organic Search,desktop,1,47.0,39.0,0.0,0.0,0,Desktop Engaged
5483011806347502134,Referral,desktop,5,11.0,8.0,0.0,0.2,1,Desktop Frecuente
5483156497557634103,Social,desktop,2,13.5,12.5,0.0,0.0,0,Desktop Engaged
5484192431501913475,Referral,desktop,15,7.0,7.0,0.0,0.1333333333333333,1,Desktop Frecuente
5486423312788260329,Organic Search,desktop,5,45.0,30.0,0.0,0.0,0,Desktop Engaged
5487175269492729703,Referral,desktop,2,12.5,12.5,0.0,0.5,2,Weekend Warriors
5488410709317944276,Organic Search,desktop,1,20.0,19.0,0.0,0.0,0,Desktop Engaged
5488842804207914661,Referral,desktop,1,15.0,12.0,0.0,0.0,0,Desktop Engaged
5490718760386524678,Referral,desktop,1,35.0,28.0,0.0,1.0,2,Weekend Warriors
5491117449549870331,Referral,desktop,24,6.5,4.0,0.1666666666666666,0.2083333333333333,1,Desktop Frecuente
5492367789301420845,Referral,desktop,6,12.0,11.0,0.0,0.3333333333333333,1,Desktop Frecuente
5492630606781186660,Referral,desktop,6,18.0,13.5,0.0,0.1666666666666666,1,Desktop Frecuente
5493141514969614509,Direct,desktop,3,3.0,2.0,0.3333333333333333,0.3333333333333333,1,Desktop Frecuente
5494046638667244775,Direct,desktop,1,63.0,44.0,0.0,0.0,0,Desktop Engaged
5498699578432669706,Organic Search,desktop,3,31.0,27.0,0.0,0.0,0,Desktop Engaged
5500182607993931436,Direct,desktop,1,38.0,29.0,0.0,0.0,0,Desktop Engaged
5501735992704421396,Direct,desktop,5,8.0,6.0,0.2,0.0,1,Desktop Frecuente
5505580572887892960,Organic Search,desktop,2,30.0,23.0,0.0,0.5,2,Weekend Warriors
5506252636984240806,Direct,mobile,1,16.0,14.0,0.0,1.0,3,Mobile Users
5506296400494129114,Direct,desktop,2,11.5,11.5,0.0,0.0,0,Desktop Engaged
5506432627540376379,Organic Search,desktop,6,12.0,10.0,0.1666666666666666,0.0,1,Desktop Frecuente
5507236446971002525,Referral,desktop,1,47.0,37.0,0.0,0.0,0,Desktop Engaged
5508164318239659326,Organic Search,mobile,2,18.5,13.0,0.5,1.0,3,Mobile Users
5509634145014116132,Referral,desktop,2,17.5,14.5,0.5,0.0,1,Desktop Frecuente
5510313651975953337,Organic Search,desktop,5,7.0,6.0,0.0,0.2,1,Desktop Frecuente
5510335064677870473,Organic Search,desktop,1,41.0,33.0,0.0,1.0,2,Weekend Warriors
5510897881327893367,Referral,desktop,1,31.0,26.0,0.0,0.0,0,Desktop Engaged
5512744925410659627,Referral,desktop,5,4.0,4.0,0.0,0.0,1,Desktop Frecuente
5513331212846933396,Referral,desktop,3,30.0,23.0,0.0,0.0,0,Desktop Engaged
5513418547926815153,Organic Search,desktop,1,20.0,17.0,0.0,1.0,2,Weekend Warriors
5513556639437908117,Referral,desktop,6,3.0,3.0,0.0,0.0,1,Desktop Frecuente
5514710857144039203,Referral,desktop,3,5.0,5.0,0.0,0.0,1,Desktop Frecuente
5515350445753934486,Direct,desktop,6,38.0,26.0,0.1666666666666666,0.0,0,Desktop Engaged
5516160305654218647,Referral,desktop,5,2.0,2.0,0.2,0.2,1,Desktop Frecuente
5517310575892278995,Referral,desktop,4,13.0,13.0,0.25,0.0,1,Desktop Frecuente
5519565952610799337,Referral,desktop,2,7.5,7.0,0.5,0.0,1,Desktop Frecuente
5519604416801831347,Display,desktop,2,20.5,16.0,0.0,0.0,0,Desktop Engaged
5520761942554213462,Organic Search,desktop,4,66.0,49.0,0.0,0.5,2,Weekend Warriors
5520985287231906451,Direct,desktop,2,10.0,9.0,0.0,1.0,2,Weekend Warriors
5522900869566252601,Referral,desktop,1,40.0,32.0,0.0,0.0,0,Desktop Engaged
5523134434912624925,Display,desktop,2,16.5,14.5,0.0,0.0,0,Desktop Engaged
5524449021244950311,Direct,desktop,1,14.0,13.0,0.0,0.0,0,Desktop Engaged
5525066459488946618,Referral,desktop,3,6.0,5.0,0.0,0.0,1,Desktop Frecuente
5526508111832118259,Referral,desktop,2,34.0,29.5,0.0,0.0,0,Desktop Engaged
5526624295443259064,Paid Search,mobile,5,32.0,26.0,0.0,0.6,3,Mobile Users
5526675926038480325,Direct,desktop,1,500.0,466.0,0.0,1.0,2,Weekend Warriors
5530375638871034769,Direct,desktop,4,5.0,5.0,0.25,0.25,1,Desktop Frecuente
5531467304590272597,Referral,desktop,3,39.0,23.0,0.0,0.0,0,Desktop Engaged
5531566199556647886,Referral,desktop,2,34.5,27.5,0.0,0.0,0,Desktop Engaged
5532417941225696082,Referral,desktop,7,7.0,7.0,0.1428571428571428,0.0,1,Desktop Frecuente
5533303761041103134,Direct,desktop,8,1.0,1.0,0.75,0.125,1,Desktop Frecuente
5534685306856888112,Organic Search,desktop,1,59.0,49.0,0.0,0.0,0,Desktop Engaged
5535005184327242090,Organic Search,desktop,2,60.5,38.5,0.0,0.0,0,Desktop Engaged
5535488940465065287,Direct,desktop,1,41.0,33.0,0.0,0.0,0,Desktop Engaged
5535500451008773788,Referral,desktop,3,17.0,11.0,0.0,0.0,0,Desktop Engaged
5536585753094480600,Direct,desktop,3,4.0,4.0,0.3333333333333333,0.0,1,Desktop Frecuente
5537140767196108194,Direct,desktop,5,15.0,13.0,0.0,0.0,1,Desktop Frecuente
5538435101700540876,Organic Search,desktop,5,19.0,15.0,0.2,0.4,1,Desktop Frecuente
5540414739780174811,Referral,desktop,9,16.0,8.0,0.1111111111111111,0.1111111111111111,1,Desktop Frecuente
5540724306740925009,Referral,desktop,1,18.0,16.0,0.0,0.0,0,Desktop Engaged
5541013582108624556,Direct,desktop,2,26.0,20.5,0.0,0.0,0,Desktop Engaged
5541311886379272019,Direct,desktop,5,3.0,3.0,0.2,0.0,1,Desktop Frecuente
5541410550636269362,Organic Search,desktop,4,21.5,14.0,0.0,0.0,0,Desktop Engaged
5541640831411954613,Referral,desktop,1,30.0,27.0,0.0,0.0,0,Desktop Engaged
5541886923093040975,Referral,desktop,5,26.0,17.0,0.2,0.2,1,Desktop Frecuente
5542047417982345824,Referral,desktop,4,49.5,33.5,0.0,0.0,0,Desktop Engaged
5542844395633027147,Referral,desktop,7,4.0,3.0,0.2857142857142857,0.1428571428571428,1,Desktop Frecuente
5543720275163396146,Organic Search,desktop,5,8.0,7.0,0.4,0.0,1,Desktop Frecuente
5544703101015232605,Referral,desktop,5,5.0,4.0,0.0,0.0,1,Desktop Frecuente
5546357899055367102,Referral,desktop,3,7.0,5.0,0.0,0.0,1,Desktop Frecuente
5546697175223697472,Referral,desktop,2,19.5,18.5,0.0,0.0,0,Desktop Engaged
5546743631344765720,Organic Search,desktop,1,59.0,37.0,0.0,0.0,0,Desktop Engaged
5546793669751235607,Organic Search,desktop,4,9.5,7.0,0.25,0.0,1,Desktop Frecuente
5549135228417306285,Organic Search,desktop,17,5.0,5.0,0.0,0.0588235294117647,1,Desktop Frecuente
5552453019078254306,Referral,desktop,4,13.5,12.0,0.25,0.0,1,Desktop Frecuente
5553022010175334700,Referral,desktop,2,53.0,23.5,0.5,0.0,0,Desktop Engaged
5553543772458021100,Organic Search,desktop,3,25.0,17.0,0.3333333333333333,0.0,0,Desktop Engaged
5553577295903148594,Organic Search,mobile,4,4.0,4.0,0.5,0.0,3,Mobile Users
5554031903314376393,Referral,desktop,1,13.0,11.0,0.0,0.0,0,Desktop Engaged
5555490388614150520,Referral,desktop,4,5.0,4.5,0.0,0.25,1,Desktop Frecuente
5556519873090300831,Referral,desktop,6,3.5,3.0,0.1666666666666666,0.0,1,Desktop Frecuente
5556648817783304059,Referral,desktop,2,10.5,10.5,0.0,0.0,1,Desktop Frecuente
5557717188766173327,Organic Search,desktop,5,8.0,8.0,0.0,0.4,1,Desktop Frecuente
5560297984999378584,Direct,desktop,12,7.5,7.5,0.25,0.3333333333333333,1,Desktop Frecuente
5560738691178582099,Direct,desktop,1,30.0,27.0,0.0,0.0,0,Desktop Engaged
5561134301954215785,Organic Search,desktop,3,12.0,8.0,0.0,0.0,1,Desktop Frecuente
5563123334052007578,Organic Search,mobile,1,17.0,15.0,0.0,0.0,3,Mobile Users
5563168194966233133,Referral,desktop,2,21.5,16.0,0.0,0.0,0,Desktop Engaged
5563434694269548184,Organic Search,desktop,2,53.0,40.5,0.0,0.0,0,Desktop Engaged
5564329510174099370,Organic Search,desktop,3,1.0,1.0,0.6666666666666666,0.0,1,Desktop Frecuente
5564610750564086192,Organic Search,desktop,2,64.5,43.0,0.0,0.0,0,Desktop Engaged
5565360856362837740,Referral,desktop,1,32.0,31.0,0.0,0.0,0,Desktop Engaged
5566679994266805984,Referral,desktop,2,20.5,15.0,0.5,0.0,0,Desktop Engaged
5567063922229445613,Paid Search,desktop,1,32.0,29.0,0.0,1.0,2,Weekend Warriors
5567359390625542326,Organic Search,desktop,3,13.0,12.0,0.0,0.3333333333333333,1,Desktop Frecuente
5567725052045754529,Referral,desktop,2,19.5,17.5,0.0,0.0,0,Desktop Engaged
5569275433551045400,Organic Search,tablet,3,8.0,8.0,0.0,0.6666666666666666,3,Mobile Users
5571134167525612078,Referral,desktop,1,15.0,13.0,0.0,0.0,0,Desktop Engaged
5573758445648159891,Direct,desktop,1,56.0,39.0,0.0,0.0,0,Desktop Engaged
5573862232372120211,Direct,desktop,6,25.0,21.0,0.0,0.0,1,Desktop Frecuente
5574984436191734530,Referral,desktop,7,77.0,47.0,0.0,0.0,0,Desktop Engaged
5575489198519963160,Organic Search,desktop,13,10.0,9.0,0.0769230769230769,0.5384615384615384,1,Desktop Frecuente
5575936581064854068,Organic Search,desktop,2,24.0,23.0,0.0,0.0,0,Desktop Engaged
5576035049116841174,Referral,desktop,2,39.0,28.0,0.0,1.0,2,Weekend Warriors
5577094187209955353,Referral,desktop,2,8.0,7.5,0.0,0.0,1,Desktop Frecuente
5578954163895924793,Referral,desktop,1,18.0,14.0,0.0,0.0,0,Desktop Engaged
5579426587709014317,Direct,desktop,1,18.0,14.0,0.0,0.0,0,Desktop Engaged
5579921985700518049,Referral,desktop,7,3.0,3.0,0.1428571428571428,0.0,1,Desktop Frecuente
5579963663237944825,Referral,desktop,1,25.0,21.0,0.0,0.0,0,Desktop Engaged
5580729161862830702,Affiliates,mobile,2,31.0,25.0,0.0,0.5,3,Mobile Users
5581127856210744307,Organic Search,desktop,2,31.5,27.5,0.0,0.0,0,Desktop Engaged
5581714403663520162,Organic Search,desktop,1,32.0,24.0,0.0,0.0,0,Desktop Engaged
5584411114546174652,Referral,desktop,12,7.0,6.0,0.3333333333333333,0.0,1,Desktop Frecuente
5584945563861944723,Referral,desktop,2,124.0,75.5,0.0,0.0,0,Desktop Engaged
5587285412268223147,Organic Search,desktop,1,33.0,26.0,0.0,0.0,0,Desktop Engaged
5590346028970118637,Paid Search,mobile,1,25.0,22.0,0.0,0.0,3,Mobile Users
5590743844926892757,Direct,desktop,32,19.5,16.0,0.0625,0.03125,1,Desktop Frecuente
5590886832095311283,Organic Search,desktop,1,66.0,46.0,0.0,0.0,0,Desktop Engaged
5591592424191591132,Referral,desktop,2,15.0,13.5,0.0,0.0,0,Desktop Engaged
5591828817981508202,Organic Search,desktop,6,2.0,2.0,0.3333333333333333,0.0,1,Desktop Frecuente
5592426380056165387,Referral,desktop,2,20.0,20.0,0.0,0.0,0,Desktop Engaged
5592469018549253101,Referral,desktop,2,8.0,7.5,0.0,0.0,1,Desktop Frecuente
5592881072764401031,Organic Search,desktop,3,32.0,28.0,0.0,0.0,0,Desktop Engaged
5594550862521912148,Referral,desktop,4,14.0,10.5,0.0,0.5,1,Desktop Frecuente
5599295096941402799,Referral,desktop,4,8.5,7.5,0.0,0.0,1,Desktop Frecuente
5601331232035413778,Organic Search,mobile,6,17.0,12.0,0.1428571428571428,0.4285714285714285,3,Mobile Users
5602367908405796576,Organic Search,desktop,1,23.0,18.0,0.0,0.0,0,Desktop Engaged
5603141733790765998,Referral,desktop,5,11.0,9.0,0.0,0.2,1,Desktop Frecuente
5604492161936602744,Organic Search,mobile,11,2.0,2.0,0.4545454545454545,0.0909090909090909,3,Mobile Users
5604878405590079298,Organic Search,desktop,1,47.0,39.0,0.0,0.0,0,Desktop Engaged
5606007994781234894,Direct,desktop,4,8.5,7.0,0.25,0.0,1,Desktop Frecuente
5607760817604104979,Referral,desktop,1,13.0,13.0,0.0,1.0,2,Weekend Warriors
